_id,sentiment,political,text
5dcaf681c14b24d0701c038d,0,0,"RT @MirrorNow: 16-year-old Climate Activist #GretaThunberg has a message for all

Listen in as she addresses the #UNClimateActionSummit 

@â€¦"
5dcaf681c14b24d0701c038e,1,0,RT @RealSaavedra: This speech by far-left activist Greta Thunberg is absolute madness https://t.co/RFyIPZlajQ
5dcaf681c14b24d0701c038f,0,0,"RT @euronews: Greta Thunberg watched quietly as the U.S. President Donald Trump stole the show at the United Nations General Assembly, whilâ€¦"
5dcaf681c14b24d0701c0390,1,0,"RT @WIRED: â€People are suffering, people are dying, entire ecosystems are collapsing. We are in the beginning of a mass extinction and allâ€¦"
5dcaf681c14b24d0701c0391,0,0,"RT @maroontito: *Greta Thunberg, a climate change activist calling out the current US government for lack of action* 

Pinoys: Wow! Such anâ€¦"
5dcaf681c14b24d0701c0392,1,0,"""How dare you?"" Il discorso di Greta Thunberg all'Onu https://t.co/5xuqnhCrSn"
5dcaf681c14b24d0701c0393,1,0,"RT @uhshanti: it's depressing to see Greta Thunberg treated the same way Malala Yousafzai was -- fÃªted and fawned over, but not actually liâ€¦"
5dcaf681c14b24d0701c0394,0,1,"RT @MattWalshBlog: China emits more carbon dioxide than the US, UK, France, Spain, Germany, Poland, Italy, and every other EU country COMBIâ€¦"
5dcaf681c14b24d0701c0395,0,1,"RT @catturd2: ðŸ˜‚ðŸ˜‚ðŸ˜‚

""She seems like a very happy young girl"": President Trump on Greta Thunberg https://t.co/Hs29EGWxZV via @gatewaypundit"
5dcaf681c14b24d0701c0396,1,0,"RT @JordanUhl: Holy shit

Michael Knowles of Daily Wire just called Greta Thunberg a ""mentally ill Swedish child.""

@ChristopherHahn tore iâ€¦"
5dcaf681c14b24d0701c0397,0,1,"RT @mmpadellan: The Climate Change Denier in Chief wants a Nobel Peace Prize, but his admin has overturned almost all of Obama's environmenâ€¦"
5dcaf681c14b24d0701c0398,1,0,RT @vincentdonofrio: 'How dare you': Greta Thunberg tears into world leaders over inaction at U.N. climate summit https://t.co/Biy816GxiY
5dcaf681c14b24d0701c0399,0,0,"RT @MarkDice: Teenage activist Greta Thunberg is very upset that climate change has ""stolen her dreams"" and ruined her childhood. https://tâ€¦"
5dcaf682c14b24d0701c039a,1,1,"RT @cnni: ""You have stolen my dreams and my childhood with your empty words,"" climate activist Greta Thunberg tells the UN. ""We are in theâ€¦"
5dcaf682c14b24d0701c039b,1,0,"RT @w_terrence: WHY EXPLOIT CHILDREN? 

Greta Thunberg said the world is coming to an extinction. Why is she not at school? Why do her pareâ€¦"
5dcaf682c14b24d0701c039c,0,1,"RT @alcadevinc: Greta Thunberg is being praised for fighting for the environment. 

Meanwhile, when Lumad youth speaks up, they are being pâ€¦"
5dcaf682c14b24d0701c039d,1,0,Iâ€™ve muted â€œGreta Thunberg.â€ Iâ€™m such a dreadful monster.
5dcaf682c14b24d0701c039e,1,1,"RT @MattWalshBlog: It may be a smart political move to traumatize children with these End Times prophecies, but it is morally abominable

hâ€¦"
5dcaf682c14b24d0701c039f,1,1,"RT @_SJPeace_: This was Greta Thunberg 15, sitting alone outside the Swedish Parliament a year ago.

The picture on the right is now. She iâ€¦"
5dcaf682c14b24d0701c03a0,1,0,"RT @JohnWHuber: I donâ€™t care if sheâ€™s 16. Greta Thunberg is woefully uninformed about energy &amp; climate, likely has mental health issues, anâ€¦"
5dcaf682c14b24d0701c03a1,1,0,"RT @ABC: ""You are still not mature enough to tell it like it is,"" teen climate activist Greta Thunberg tells world leaders at #UNGA. ""You aâ€¦"
5dcaf682c14b24d0701c03a2,1,0,"RT @OhNoSheTwitnt: If Greta Thunberg was out there telling the world that hurricanes happen because God hates abortion, the same people attâ€¦"
5dcaf682c14b24d0701c03a3,0,0,RT @PrisonPlanet: Greta Thunberg (the people using her as a child human shield for their hysterical propaganda) has filed a complaint withâ€¦
5dcaf682c14b24d0701c03a4,0,0,"RT @GreenPayBacker: @johncardillo When she says ""We are all Greta"", she means this. https://t.co/UnSh1wPVry @ananavarro"
5dcaf682c14b24d0701c03a5,0,0,RT @margowithan_o: I am EXTREMELY inspired by Greta Thunberg's refusal to smile or make jokes throughout all this media coverage. To see aâ€¦
5dcaf682c14b24d0701c03a6,0,0,"RT @alcadevinc: Greta Thunberg is being praised for fighting for the environment. 

Meanwhile, when Lumad youth speaks up, they are being pâ€¦"
5dcaf682c14b24d0701c03a7,0,0,"RT @CorOfTheSUN: Why is Greta Thunberg so triggering for certain men?
https://t.co/crc7pTg1eB"
5dcaf682c14b24d0701c03a8,1,0,"RT @TheEconomist: ""The eyes of all future generations are upon you. And if you choose to fail us I say we will never forgive you,"" Greta Thâ€¦"
5dcaf682c14b24d0701c03a9,0,1,"RT @nlghtlovers: The fact that there are people that believe Donald Trump needs a Nobel peace prize award over Greta Thunberg...... 

The râ€¦"
5dcaf682c14b24d0701c03aa,0,0,"RT @slpng_giants: LOL. Fox News apologizes for @michaeljknowles sick comments tonight, but are still so far totally fine with Laura Ingrahaâ€¦"
5dcaf682c14b24d0701c03ab,0,0,RT @girlsreallyrule: Here is 84 year-old anthropologist Jane Goodall with 16 year-old climate activist Greta Thunberg at an event in Switzeâ€¦
5dcaf682c14b24d0701c03ac,0,0,"RT @Seems3r: Another Malala in making!
#GretaThunberg
https://t.co/U4hFZpj5Ga"
5dcaf683c14b24d0701c03ad,1,0,"RT @nycjayjay: â€œWe are at the beginning of a mass extinction event.â€ 
â€” Greta Thunberg https://t.co/06dorNYxHR"
5dcaf683c14b24d0701c03ae,0,0,@LunchtimeLiveNT @GretaThunberg @ciarakellydoc @LeoVaradkar @MichealMartinTD @MaryLouMcDonald @RyanTubridyShowâ€¦ https://t.co/2m7pUPd6Pg
5dcaf683c14b24d0701c03af,1,0,"RT @washingtonpost: A Fox News guest called Greta Thunberg ""mentally ill."" The network apologized for the ""disgraceful"" comment. https://t.â€¦"
5dcaf683c14b24d0701c03b0,0,1,RT @stclairashley: Good morning to everybody except China for being the biggest polluter in the world yet somehow escaping the wrath of Greâ€¦
5dcaf683c14b24d0701c03b1,0,1,"RT @maykamaykaba: Reality check: The Filipino youth have been fighting for our environment, but the sad thing here is that unlike Greta Thuâ€¦"
5dcaf683c14b24d0701c03b2,0,0,"RT @THEnergyNet: #Greta: She is right again! #ClimateActionNow #ClimateChange

https://t.co/3levOd4qyQ"
5dcaf683c14b24d0701c03b3,0,1,RT @CarmineSabia: President Donald Trump walks past Greta Thunberg because he does not bow to 16 year olds. https://t.co/4m9VGMz8CD
5dcaf683c14b24d0701c03b4,0,1,RT @YahooNews: Greta Thunberg overshadows Trump at U.N. climate summit https://t.co/iTMF8qtyTc https://t.co/zc69vH8LjI
5dcaf683c14b24d0701c03b5,0,1,"RT @C_3C_3: So let me get this straight.

Obama left his 10 bedroom ocean front mansion in his multiple SUV motorcade to hop on his privateâ€¦"
5dcaf683c14b24d0701c03b6,0,0,RT @GenreResearch: Do not - I repeat: do not - help the discourse parasites lock on to Greta Thunberg. They are nothing but carriers of hatâ€¦
5dcaf683c14b24d0701c03b7,1,0,RT @Bdwal359: Hey @FoxNews how much longer are you going to allow this type of disgusting behavior from @IngrahamAngle? This is no better tâ€¦
5dcaf683c14b24d0701c03b8,0,0,"RT @funder: If youâ€™re attacking Greta Thunberg, then yes, youâ€™re a monster."
5dcaf683c14b24d0701c03b9,0,1,"RT @AJEnglish: This was the moment Swedish teen climate activist, Greta Thunberg, crossed paths with US President, Donald Trump, at the UNâ€™â€¦"
5dcaf683c14b24d0701c03ba,0,0,"RT @w_terrence: Another CLIMATE CHANGE ACTIVIST

Greta Thunberg is not the only one!

This 15 year old boy is pissed off about Climate Chanâ€¦"
5dcaf683c14b24d0701c03bb,0,0,RT @theprojecttv: Imagine the courage required to do this. Greta Thunberg is an incredible human. #TheProjectTV #ClimateActionSummit https:â€¦
5dcaf683c14b24d0701c03bc,0,0,RT @funder: The world is Greta Thunberg rn. https://t.co/G9A7cNZe0v
5dcaf683c14b24d0701c03bd,1,0,"RT @MattWalshBlog: It may be a smart political move to traumatize children with these End Times prophecies, but it is morally abominable

hâ€¦"
5dcaf683c14b24d0701c03be,0,0,RT @mathieuvonrohr: What a GIF #Greta #Trump https://t.co/8PPTOVZVIi
5dcaf683c14b24d0701c03bf,1,0,"RT @MarkDice: Teenage activist Greta Thunberg is very upset that climate change has ""stolen her dreams"" and ruined her childhood. https://tâ€¦"
5dcaf684c14b24d0701c03c0,1,0,"RT @CNN: ""You have stolen my dreams and my childhood with your empty words,"" climate activist Greta Thunberg tells the UN. ""We are in the bâ€¦"
5dcaf684c14b24d0701c03c1,1,0,"RT @w_terrence: WHY EXPLOIT CHILDREN? 

Greta Thunberg said the world is coming to an extinction. Why is she not at school? Why do her pareâ€¦"
5dcaf684c14b24d0701c03c2,1,0,RT @PrisonPlanet: Greta Thunberg (the people using her as a child human shield for their hysterical propaganda) has filed a complaint withâ€¦
5dcaf684c14b24d0701c03c3,1,0,"RT @rickoshea: So it seems the new thing is to suggest that @GretaThunberg has a ""mental illness"" because she has Aspergers Syndrome.

It'sâ€¦"
5dcaf684c14b24d0701c03c4,0,1,RT @GretaThunberg: Today at 11:30 I and 15 other children from around the world filed a legal complaint against 5 nations over the climateâ€¦
5dcaf684c14b24d0701c03c5,1,0,"RT @RealCandaceO: One day, #GretaThunberg will realize that she is a victim of child abuse, not climate change. 

I genuinely find the videâ€¦"
5dcaf684c14b24d0701c03c6,1,0,RT @ed_solomon: The people who got mad at or threatened by Greta Thunbergâ€™s anger &amp; emotionalism and called it childish &amp; immature are theâ€¦
5dcaf684c14b24d0701c03c7,1,0,"RT @WIRED: â€People are suffering, people are dying, entire ecosystems are collapsing. We are in the beginning of a mass extinction and allâ€¦"
5dcaf684c14b24d0701c03c8,0,0,"RT @uhshanti: it's depressing to see Greta Thunberg treated the same way Malala Yousafzai was -- fÃªted and fawned over, but not actually liâ€¦"
5dcaf684c14b24d0701c03c9,0,0,"RT @MichaelSkolnik: Greta Thunberg. 

The whole speech. 

Watch every second of it. 

#UNGA  https://t.co/mXjm4L6OXj"
5dcaf684c14b24d0701c03ca,1,0,"RT @CurtisIngraham1: @that_darn @HGrandaughter As if mocking Parkland shooting survivor David Hogg was not enough, my sister is now takingâ€¦"
5dcaf684c14b24d0701c03cb,1,0,RT @bornmiserable: PICTURED: a petulant child with a mental disorder and Greta Thunberg https://t.co/1RFcr81R1A
5dcaf684c14b24d0701c03cc,1,0,"RT @USATODAY: â€œYou are failing us,â€ Greta Thunberg said. https://t.co/VqG6YsF4ow https://t.co/hxruxhyFir"
5dcaf684c14b24d0701c03cd,1,0,"RT @kylegriffin1: Greta Thunberg at #UNGA: ""This is all wrong. I shouldnâ€™t be up here. I should be in school on the other side of the oceanâ€¦"
5dcaf684c14b24d0701c03ce,1,0,RT @TIME: Greta Thunberg to world leaders at the U.N. climate summit: â€œYou have stolen my dreams and my childhood with your empty wordsâ€ htâ€¦
5dcaf684c14b24d0701c03cf,0,0,"By any measure, #Michael #Knowles was a rising name in the conservative media world. The Daily Wire contributor â€” aâ€¦ https://t.co/zHaq4sasxY"
5dcaf684c14b24d0701c03d0,0,0,RT @Independent: Greta Thunberg glares at Trump as he passes her at UN https://t.co/APx7L1VovX
5dcaf684c14b24d0701c03d1,0,1,"RT @RichardAngwin: Here's the real reason Trump is mocking Greta Thunberg

#Greta4NobelPrize #ClimateStrike #Resist #Trump #1u #tcot #magaâ€¦"
5dcaf684c14b24d0701c03d2,0,0,RT @ValerieComplex: I hope the same energy given to Greta Thunberg is the same energy you give to Little Miss Flint because Flint still witâ€¦
5dcaf684c14b24d0701c03d3,0,0,"RT @benyahr: Watch. Listen. Share. 

Greta Thunberg is a force.  https://t.co/7jpc2Nf5k5"
5dcaf685c14b24d0701c03d4,0,0,"RT @ConanGShore: Greta Thunberg: I would very much like if the polar icecaps didnâ€™t melt
40 year old men: https://t.co/ATILVFNtWB"
5dcaf685c14b24d0701c03d5,1,0,"RT @prageru: Despicable. 

Leftists are telling children, like Greta Thunberg, that climate change is going to kill them and everyone theyâ€¦"
5dcaf685c14b24d0701c03d6,0,0,"RT @goodoldcatchy: Hey, middle aged men angry at Greta Thunberg because she's achieved more in her life than you have.

She's trying to proâ€¦"
5dcaf685c14b24d0701c03d7,,,RT @vic777212718: Greta is as much a victim of globalists and soros as the sex slaves were of Jeffrey Epstein! The fruits of the propagandaâ€¦
5dcaf685c14b24d0701c03d8,,,"RT @WayneDupreeShow: The left is turning an entire generation of kids into neurotic messes

 https://t.co/80uw4BENfA"
5dcaf685c14b24d0701c03d9,,,RT @GretaThunberg: â€œPeople are suffering. People are dying. Entire ecosystems are collapsing. We are in the beginning of a mass extinction.â€¦
5dcaf685c14b24d0701c03da,,,"RT @MyDaughtersArmy: We are all Greta Thunberg.
 https://t.co/dEyjsfTOJE"
5dcaf685c14b24d0701c03db,,,Greta Thunberg is 16.  Conservatives have been viciously attacking her.  Dinesh Dâ€™Souza compares her to a Nazi chilâ€¦ https://t.co/gQPxuXhPj0
5dcaf685c14b24d0701c03dc,,,Obama meets with teen climate activist Greta Thunberg https://t.co/nVSh9EvMkd
5dcaf685c14b24d0701c03dd,,,"RT @OliverMcGee: Retweet #GretaThunberg is a #ClimateChange Actor Play Acting at @UN!

TO SPEAK TO HER ELDERS SO HARSHLY at #ClimateActionSâ€¦"
5dcaf685c14b24d0701c03de,,,RT @winmatt53: SURPRISE! The Official Escort for 16-Year-Old Global Warming 'Expert' Greta Thunberg Is a Leftist Hack Funded by George Soroâ€¦
5dcaf685c14b24d0701c03df,,,"RT @revrrlewis: right-wing media: ""greta thunberg is obviously a pawn of adults exploiting her youth for politics, how else do kids come toâ€¦"
5dcaf685c14b24d0701c03e0,,,"RT @th3j35t3r: Just a picture of a petulant, angry child and Greta Thunberg. https://t.co/yfBSfFJRMV"
5dcaf685c14b24d0701c03e1,,,"RT @_SJPeace_: Greta Thunberg

""This is all wrong. I shouldnâ€™t be up here. I should be in school on the other side of the ocean. Yet you coâ€¦"
5dcaf685c14b24d0701c03e2,,,RT @molly_knight: The very worst men on the Internet are rightfully terrified of sixteen-year-old Greta Thunberg and it is glorious.
5dcaf685c14b24d0701c03e3,,,RT @hugorifkind: I find Greta Thunberg's speech extraordinarily difficult to watch. I suppose everybody does. I wonder if the people who maâ€¦
5dcaf685c14b24d0701c03e4,,,RT @TheSteinbag: Greta Thunberg's silence on the SNL controversy is DEAFENING.
5dcaf685c14b24d0701c03e5,,,"RT @AsteadWesley: Greta ""drag them sis"" Thunberg https://t.co/0jZHQ9DN1l"
5dcaf685c14b24d0701c03e6,,,"RT @catturd2: ðŸ˜‚ðŸ˜‚ðŸ˜‚

""She seems like a very happy young girl"": President Trump on Greta Thunberg https://t.co/Hs29EGWxZV via @gatewaypundit"
5dcaf686c14b24d0701c03e7,,,RT @MarkDice: This brat Greta Thunberg makes me want to start dumping my trash in the ocean  https://t.co/HJIR3pDkpH
5dcaf686c14b24d0701c03e8,,,RT @sbstryker: Greta Thunbergâ€™s glare at Donald Trump is giving me the energy to get through this Monday https://t.co/xdM0rdI2ln
5dcaf686c14b24d0701c03e9,,,"RT @michaelmalice: Live footage of Greta Thunberg addressing the UN

#HowDareYou https://t.co/XwEjghnQ65"
5dcaf686c14b24d0701c03ea,,,"RT @JordanUhl: Holy shit

Michael Knowles of Daily Wire just called Greta Thunberg a ""mentally ill Swedish child.""

@ChristopherHahn tore iâ€¦"
5dcaf686c14b24d0701c03eb,,,"RT @adamcbest: When conservatives attack young activists like David Hogg and Greta Thunberg what they are really saying is â€œHey, kids, stopâ€¦"
5dcaf686c14b24d0701c03ec,,,"RT @ABC: Swedish climate activist Greta Thunberg at #UNGA: ""This is all wrong...You all come to us young people for hope. How dare you! Youâ€¦"
5dcaf686c14b24d0701c03ed,,,"RT @mitchellvii: This week, Greta Thunberg has told us:

1) Our house is on fire.
2) Entire ecosystems are collapsing.
2) We are on the briâ€¦"
5dcaf686c14b24d0701c03ee,,,"RT @SethMacFarlane: Fox â€” The company I work with. Really classy, guys. Proud to be a part of the team. Jesus H. Christ.
https://t.co/MlSGpâ€¦"
5dcaf686c14b24d0701c03ef,,,"RT @CyrusMMcQueen: I may get in trouble for sayin it quite this way but, fuck it: With the amount of time he spends on his phone, creatingâ€¦"
5dcaf686c14b24d0701c03f0,,,"RT @Nicoxw1: EMMY AWARD

Donald Trump: 0
Colin Kaepernick: 1

NOBEL PEACE PRIZE

Donald Trump: 0
Barack Obama: 1
Greta Thunberg: 1

POPULARâ€¦"
5dcaf686c14b24d0701c03f1,,,RT @DrGJackBrown: Donald Trump is afraid of #GretaThunberg. He fears her. He's afraid of being in the same room with her. He knows the publâ€¦
5dcaf686c14b24d0701c03f2,,,"RT @IsraelUSAforevr: This speech by far-left activist Greta Thunberg is absolute madness

Who else is with me?

RT if yes! 
https://t.co/ziâ€¦"
5dcaf686c14b24d0701c03f3,,,RT @FredrikSewell: Anyone whoâ€™s got a problem with Greta Thunberg can pretty much fuck off.
5dcaf686c14b24d0701c03f4,,,"RT @HumanrightsMUST: Look persons!
Trump is insecure, ignorant, jealous of the
leader of the Movement for Our Planet

@GretaThunberg 
#gretâ€¦"
5dcaf686c14b24d0701c03f5,,,RT @RealSaavedra: The media is using Greta Thunberg as a political pawn to push their radical climate agenda which is *not* about the envirâ€¦
5dcaf686c14b24d0701c03f6,,,"RT @maykamaykaba: Reality check: The Filipino youth have been fighting for our environment, but the sad thing here is that unlike Greta Thuâ€¦"
5dcaf686c14b24d0701c03f7,,,"RT @ProudResister: Trump: â€œClimate change is a hoax.â€

Greta Thunberg: â€œEntire ecosystems are collapsing. We are in the beginning of a massâ€¦"
5dcaf686c14b24d0701c03f8,,,"He says this about Greta Thunberg, a young girl who understands what he doesnâ€™t, who speaks with an eloquence he doâ€¦ https://t.co/JLrlI7BtXi"
5dcaf686c14b24d0701c03f9,,,"RT @mitchellvii: Greta Thunberg says we have ""stolen her childhood!""

Really? Did someone kidnap her and bring her here?"
5dcaf686c14b24d0701c03fa,,,RT @CarmineSabia: President Donald Trump walks past Greta Thunberg because he does not bow to 16 year olds. https://t.co/4m9VGMz8CD
5dcaf687c14b24d0701c03fb,,,CJ Pearson Challenges Climate Change Activist Greta Thunberg to Debate - Culttture https://t.co/uBLP9VUhad
5dcaf687c14b24d0701c03fc,,,Greta Thunberg Evil-Eyeing Trump Is The Internetâ€™s Hottest New GIF https://t.co/Pb66oCCutB
5dcaf687c14b24d0701c03fd,,,"RT @StefanMolyneux: Oh lord above.

Which countries are Greta Thunberg targeting for climate sins?

Germany, France, Brazil, Argentina andâ€¦"
5dcaf687c14b24d0701c03fe,,,"RT @RepAdamSchiff: Greta Thunberg, at 16 years old, has more courage and moral clarity on climate change than an entire room full of worldâ€¦"
5dcaf687c14b24d0701c03ff,,,RT @WatchChad: Has Time Magazine started printing the Greta Thunberg Person of the Year edition yet? You know itâ€™s coming. And on PAPER noâ€¦
5dcaf687c14b24d0701c0400,,,"RT @darrellclick: Greta where is the monster? You know!
Greta Thunberg Evil-Eyeing Trump Is The Internet's Hottest New GIF https://t.co/kgCâ€¦"
5dcaf687c14b24d0701c0401,,,RT @cmclymer: The fear of conservatives has arguably never been more clear than in how they in lockstep are attacking 16 year-old Greta Thuâ€¦
5dcaf687c14b24d0701c0402,,,RT @Dorling83: '16 year old Greta Thunberg is too young to make her own mind up and has been groomed' scream people who said that Shamima Bâ€¦
5dcaf687c14b24d0701c0403,,,"RT @goldengateblond: Congratulations to Greta Thunberg, who just became the only white European that Trump has ever wanted to deport."
5dcaf687c14b24d0701c0404,,,@RaymondDuke @Rainmaker1973 @Rainmaker1973c You lost your bet. But I bet you are never paying money you promised. Bâ€¦ https://t.co/bLjzq6dvCl
5dcaf687c14b24d0701c0405,,,Social media memes ofÂ Greta Thunberg's glare at Donald Trump https://t.co/TZuTR4qB3M via @MailOn Donald give her aâ€¦ https://t.co/aItnprtb5V
5dcaf687c14b24d0701c0406,,,"RT @papermagazine: Thank you, @GretaThunberg for fighting for our planet when you shouldn't have to. #GretaThunberg #HowDareYou https://t.câ€¦"
5dcaf687c14b24d0701c0407,,,RT @the_hindu: Watch | Climate activist @GretaThunberg speech at the #climate summit was an angry condemnation of world leaders for failingâ€¦
5dcaf688c14b24d0701c0408,,,"RT @Jali_Cat: Must must MUST read, copy and SHAREâ€¼ï¸â€¼ï¸â€¼ï¸

Donâ€™t be taken for a chump! Research &amp; knowledge is KEY!

Learn ALL about #GretaThâ€¦"
5dcaf688c14b24d0701c0409,,,RT @abcnews: Greta Thunberg â€œrepresents the anger of that generation. It might insult a whole lot of middle aged white guys because itâ€™s noâ€¦
5dcaf688c14b24d0701c040a,,,RT @failinghuman: The team behind Greta Thunberg should be ashamed of themselves. Youâ€™ve put her in the public eye and made her a celebrityâ€¦
5dcaf688c14b24d0701c040b,,,"RT @tonyposnanski: Fuck every single dumbfuck adult who attacks Greta Thunberg, who has more courage and heart than every one of those piecâ€¦"
5dcaf688c14b24d0701c040c,,,"RT @ABC: ""You are still not mature enough to tell it like it is,"" teen climate activist Greta Thunberg tells world leaders at #UNGA. ""You aâ€¦"
5dcaf688c14b24d0701c040d,,,Greta Thunberg and George Monbiot make short film on the climate crisis https://t.co/tQZd9aGLQ4 via @YouTube
5dcaf688c14b24d0701c040e,,,RT @KaivanShroff: Watching countless Republican men over 40 bully Greta Thunberg â€” a 16-year-old girl with Aspergers who is literally brougâ€¦
5dcaf688c14b24d0701c040f,,,"RT @TwitterMoments: â€œWe are in the beginning of a mass extinction and all you can talk about is money,â€ said Greta Thunberg in a moving speâ€¦"
5dcaf688c14b24d0701c0410,,,"RT @RonSexsmith: All these jerks who say without any evidence that Greta Thunberg is some kind of scripted puppet for the left
need to go Fâ€¦"
